"Step","playful-oath-296 - Percentage of times the goal was reached through time","playful-oath-296 - Percentage of times the goal was reached through time__MIN","playful-oath-296 - Percentage of times the goal was reached through time__MAX"
"452","0.2582781456953642","0.2582781456953642","0.2582781456953642"
"453","0.2577092511013216","0.2577092511013216","0.2577092511013216"
"454","0.2571428571428571","0.2571428571428571","0.2571428571428571"
"455","0.25877192982456143","0.25877192982456143","0.25877192982456143"
"456","0.25820568927789933","0.25820568927789933","0.25820568927789933"
"457","0.259825327510917","0.259825327510917","0.259825327510917"
"458","0.26143790849673204","0.26143790849673204","0.26143790849673204"
"459","0.2608695652173913","0.2608695652173913","0.2608695652173913"
"460","0.26247288503253796","0.26247288503253796","0.26247288503253796"
"461","0.2619047619047619","0.2619047619047619","0.2619047619047619"
"462","0.2613390928725702","0.2613390928725702","0.2613390928725702"
"463","0.2607758620689655","0.2607758620689655","0.2607758620689655"
"464","0.26021505376344084","0.26021505376344084","0.26021505376344084"
"465","0.26180257510729615","0.26180257510729615","0.26180257510729615"
"466","0.26124197002141325","0.26124197002141325","0.26124197002141325"
"467","0.26282051282051283","0.26282051282051283","0.26282051282051283"
"468","0.26439232409381663","0.26439232409381663","0.26439232409381663"
"469","0.26595744680851063","0.26595744680851063","0.26595744680851063"
"470","0.267515923566879","0.267515923566879","0.267515923566879"
"471","0.2669491525423729","0.2669491525423729","0.2669491525423729"
"472","0.266384778012685","0.266384778012685","0.266384778012685"
"473","0.2679324894514768","0.2679324894514768","0.2679324894514768"
"474","0.2694736842105263","0.2694736842105263","0.2694736842105263"
"475","0.2689075630252101","0.2689075630252101","0.2689075630252101"
"476","0.26834381551362685","0.26834381551362685","0.26834381551362685"
"477","0.26778242677824265","0.26778242677824265","0.26778242677824265"
"478","0.26931106471816285","0.26931106471816285","0.26931106471816285"
"479","0.2708333333333333","0.2708333333333333","0.2708333333333333"
"480","0.27234927234927236","0.27234927234927236","0.27234927234927236"
"481","0.2717842323651452","0.2717842323651452","0.2717842323651452"
"482","0.2712215320910973","0.2712215320910973","0.2712215320910973"
"483","0.2706611570247934","0.2706611570247934","0.2706611570247934"
"484","0.27010309278350514","0.27010309278350514","0.27010309278350514"
"485","0.26954732510288065","0.26954732510288065","0.26954732510288065"
"486","0.27104722792607805","0.27104722792607805","0.27104722792607805"
"487","0.27049180327868855","0.27049180327868855","0.27049180327868855"
"488","0.26993865030674846","0.26993865030674846","0.26993865030674846"
"489","0.2693877551020408","0.2693877551020408","0.2693877551020408"
"490","0.26883910386965376","0.26883910386965376","0.26883910386965376"
"491","0.2703252032520325","0.2703252032520325","0.2703252032520325"
"492","0.2697768762677485","0.2697768762677485","0.2697768762677485"
"493","0.27125506072874495","0.27125506072874495","0.27125506072874495"
"494","0.27070707070707073","0.27070707070707073","0.27070707070707073"
"495","0.2701612903225806","0.2701612903225806","0.2701612903225806"
"496","0.26961770623742454","0.26961770623742454","0.26961770623742454"
"497","0.2710843373493976","0.2710843373493976","0.2710843373493976"
"498","0.2725450901803607","0.2725450901803607","0.2725450901803607"
"499","0.274","0.274","0.274"
"500","0.27345309381237526","0.27345309381237526","0.27345309381237526"
"501","0.2729083665338645","0.2729083665338645","0.2729083665338645"
"502","0.27236580516898606","0.27236580516898606","0.27236580516898606"
"503","0.27380952380952384","0.27380952380952384","0.27380952380952384"
"504","0.2732673267326733","0.2732673267326733","0.2732673267326733"
"505","0.274703557312253","0.274703557312253","0.274703557312253"
"506","0.27416173570019725","0.27416173570019725","0.27416173570019725"
"507","0.2736220472440945","0.2736220472440945","0.2736220472440945"
"508","0.2730844793713163","0.2730844793713163","0.2730844793713163"
"509","0.2725490196078431","0.2725490196078431","0.2725490196078431"
"510","0.273972602739726","0.273972602739726","0.273972602739726"
"511","0.2734375","0.2734375","0.2734375"
"512","0.2729044834307992","0.2729044834307992","0.2729044834307992"
"513","0.2723735408560311","0.2723735408560311","0.2723735408560311"
"514","0.27184466019417475","0.27184466019417475","0.27184466019417475"
"515","0.27325581395348836","0.27325581395348836","0.27325581395348836"
"516","0.2746615087040619","0.2746615087040619","0.2746615087040619"
"517","0.27606177606177607","0.27606177606177607","0.27606177606177607"
"518","0.27552986512524086","0.27552986512524086","0.27552986512524086"
"519","0.275","0.275","0.275"
"520","0.2744721689059501","0.2744721689059501","0.2744721689059501"
"521","0.2739463601532567","0.2739463601532567","0.2739463601532567"
"522","0.27533460803059273","0.27533460803059273","0.27533460803059273"
"523","0.2767175572519084","0.2767175572519084","0.2767175572519084"
"524","0.2761904761904762","0.2761904761904762","0.2761904761904762"
"525","0.27566539923954375","0.27566539923954375","0.27566539923954375"
"526","0.27514231499051234","0.27514231499051234","0.27514231499051234"
"527","0.2746212121212121","0.2746212121212121","0.2746212121212121"
"528","0.2741020793950851","0.2741020793950851","0.2741020793950851"
"529","0.27547169811320754","0.27547169811320754","0.27547169811320754"
"530","0.2749529190207156","0.2749529190207156","0.2749529190207156"
"531","0.27631578947368424","0.27631578947368424","0.27631578947368424"
"532","0.275797373358349","0.275797373358349","0.275797373358349"
"533","0.2752808988764045","0.2752808988764045","0.2752808988764045"
"534","0.2766355140186916","0.2766355140186916","0.2766355140186916"
"535","0.27798507462686567","0.27798507462686567","0.27798507462686567"
"536","0.2774674115456238","0.2774674115456238","0.2774674115456238"
"537","0.27695167286245354","0.27695167286245354","0.27695167286245354"
"538","0.2764378478664193","0.2764378478664193","0.2764378478664193"
"539","0.2759259259259259","0.2759259259259259","0.2759259259259259"
"540","0.2754158964879852","0.2754158964879852","0.2754158964879852"
"541","0.2767527675276753","0.2767527675276753","0.2767527675276753"
"542","0.27624309392265195","0.27624309392265195","0.27624309392265195"
"543","0.2757352941176471","0.2757352941176471","0.2757352941176471"
"544","0.27522935779816515","0.27522935779816515","0.27522935779816515"
"545","0.2765567765567766","0.2765567765567766","0.2765567765567766"
"546","0.27787934186471663","0.27787934186471663","0.27787934186471663"
"547","0.2791970802919708","0.2791970802919708","0.2791970802919708"
"548","0.28051001821493626","0.28051001821493626","0.28051001821493626"
"549","0.2818181818181818","0.2818181818181818","0.2818181818181818"
"550","0.2831215970961887","0.2831215970961887","0.2831215970961887"
"551","0.28442028985507245","0.28442028985507245","0.28442028985507245"
"552","0.28390596745027125","0.28390596745027125","0.28390596745027125"
"553","0.2833935018050541","0.2833935018050541","0.2833935018050541"
"554","0.28468468468468466","0.28468468468468466","0.28468468468468466"
"555","0.2841726618705036","0.2841726618705036","0.2841726618705036"
"556","0.28545780969479356","0.28545780969479356","0.28545780969479356"
"557","0.2849462365591398","0.2849462365591398","0.2849462365591398"
"558","0.2844364937388193","0.2844364937388193","0.2844364937388193"
"559","0.2857142857142857","0.2857142857142857","0.2857142857142857"
"560","0.28698752228163993","0.28698752228163993","0.28698752228163993"
"561","0.28647686832740216","0.28647686832740216","0.28647686832740216"
"562","0.28596802841918295","0.28596802841918295","0.28596802841918295"
"563","0.2872340425531915","0.2872340425531915","0.2872340425531915"
"564","0.2867256637168142","0.2867256637168142","0.2867256637168142"
"565","0.2862190812720848","0.2862190812720848","0.2862190812720848"
"566","0.2857142857142857","0.2857142857142857","0.2857142857142857"
"567","0.2869718309859155","0.2869718309859155","0.2869718309859155"
"568","0.28646748681898065","0.28646748681898065","0.28646748681898065"
"569","0.28771929824561404","0.28771929824561404","0.28771929824561404"
"570","0.287215411558669","0.287215411558669","0.287215411558669"
"571","0.2867132867132867","0.2867132867132867","0.2867132867132867"
"572","0.2862129144851658","0.2862129144851658","0.2862129144851658"
"573","0.2857142857142857","0.2857142857142857","0.2857142857142857"
"574","0.2852173913043478","0.2852173913043478","0.2852173913043478"
"575","0.2847222222222222","0.2847222222222222","0.2847222222222222"
"576","0.28596187175043325","0.28596187175043325","0.28596187175043325"
"577","0.28546712802768165","0.28546712802768165","0.28546712802768165"
"578","0.2849740932642487","0.2849740932642487","0.2849740932642487"
"579","0.28620689655172415","0.28620689655172415","0.28620689655172415"
"580","0.2857142857142857","0.2857142857142857","0.2857142857142857"
"581","0.2852233676975945","0.2852233676975945","0.2852233676975945"
"582","0.2864493996569468","0.2864493996569468","0.2864493996569468"
"583","0.2876712328767123","0.2876712328767123","0.2876712328767123"
"584","0.28717948717948716","0.28717948717948716","0.28717948717948716"
"585","0.2883959044368601","0.2883959044368601","0.2883959044368601"
"586","0.2879045996592845","0.2879045996592845","0.2879045996592845"
"587","0.28741496598639454","0.28741496598639454","0.28741496598639454"
"588","0.2869269949066214","0.2869269949066214","0.2869269949066214"
"589","0.2864406779661017","0.2864406779661017","0.2864406779661017"
"590","0.2876480541455161","0.2876480541455161","0.2876480541455161"
"591","0.28716216216216217","0.28716216216216217","0.28716216216216217"
"592","0.2866779089376054","0.2866779089376054","0.2866779089376054"
"593","0.2878787878787879","0.2878787878787879","0.2878787878787879"
"594","0.28739495798319326","0.28739495798319326","0.28739495798319326"
"595","0.28691275167785235","0.28691275167785235","0.28691275167785235"
"596","0.288107202680067","0.288107202680067","0.288107202680067"
"597","0.28929765886287623","0.28929765886287623","0.28929765886287623"
"598","0.2888146911519199","0.2888146911519199","0.2888146911519199"
"599","0.29","0.29","0.29"
"600","0.2911813643926789","0.2911813643926789","0.2911813643926789"
"601","0.29069767441860467","0.29069767441860467","0.29069767441860467"
"602","0.29187396351575456","0.29187396351575456","0.29187396351575456"
"603","0.2913907284768212","0.2913907284768212","0.2913907284768212"
"604","0.2909090909090909","0.2909090909090909","0.2909090909090909"
"605","0.29042904290429045","0.29042904290429045","0.29042904290429045"
"606","0.2899505766062603","0.2899505766062603","0.2899505766062603"
"607","0.2894736842105263","0.2894736842105263","0.2894736842105263"
"608","0.29064039408866993","0.29064039408866993","0.29064039408866993"
"609","0.29180327868852457","0.29180327868852457","0.29180327868852457"
"610","0.29296235679214405","0.29296235679214405","0.29296235679214405"
"611","0.29248366013071897","0.29248366013071897","0.29248366013071897"
"612","0.2936378466557912","0.2936378466557912","0.2936378466557912"
"613","0.2931596091205212","0.2931596091205212","0.2931596091205212"
"614","0.2926829268292683","0.2926829268292683","0.2926829268292683"
"615","0.29383116883116883","0.29383116883116883","0.29383116883116883"
"616","0.29497568881685576","0.29497568881685576","0.29497568881685576"
"617","0.2961165048543689","0.2961165048543689","0.2961165048543689"
"618","0.2972536348949919","0.2972536348949919","0.2972536348949919"
"619","0.2967741935483871","0.2967741935483871","0.2967741935483871"
"620","0.29790660225442833","0.29790660225442833","0.29790660225442833"
"621","0.297427652733119","0.297427652733119","0.297427652733119"
"622","0.2969502407704655","0.2969502407704655","0.2969502407704655"
"623","0.296474358974359","0.296474358974359","0.296474358974359"
"624","0.296","0.296","0.296"
"625","0.2971246006389776","0.2971246006389776","0.2971246006389776"
"626","0.2966507177033493","0.2966507177033493","0.2966507177033493"
"627","0.2961783439490446","0.2961783439490446","0.2961783439490446"
